,FIPS Code,State,Area name,adults_bs_2014-18
3214,72019,PR,Barranquitas Municipio,18.3
3215,72021,PR,Bayamón Municipio,28.6
3216,72023,PR,Cabo Rojo Municipio,26.0
3217,72025,PR,Caguas Municipio,30.6
3218,72027,PR,Camuy Municipio,20.6
3219,72029,PR,Canóvanas Municipio,21.7
3220,72031,PR,Carolina Municipio,31.5
3221,72033,PR,Cataño Municipio,19.4
3222,72035,PR,Cayey Municipio,22.9
3223,72037,PR,Ceiba Municipio,18.9
3224,72039,PR,Ciales Municipio,15.1
3225,72041,PR,Cidra Municipio,23.5
3226,72043,PR,Coamo Municipio,21.5
3227,72045,PR,Comerío Municipio,11.3
3228,72047,PR,Corozal Municipio,16.8
3229,72049,PR,Culebra Municipio,15.5
3230,72051,PR,Dorado Municipio,30.3
3231,72053,PR,Fajardo Municipio,23.5
3232,72054,PR,Florida Municipio,12.5
3233,72055,PR,Guánica Municipio,15.8
3234,72057,PR,Guayama Municipio,19.9
3235,72059,PR,Guayanilla Municipio,23.0
3236,72061,PR,Guaynabo Municipio,45.6
3237,72063,PR,Gurabo Municipio,34.2
3238,72065,PR,Hatillo Municipio,24.8
3239,72067,PR,Hormigueros Municipio,22.3
3240,72069,PR,Humacao Municipio,22.8
3241,72071,PR,Isabela Municipio,22.2
3242,72073,PR,Jayuya Municipio,17.5
3243,72075,PR,Juana Díaz Municipio,25.5
3244,72077,PR,Juncos Municipio,19.2
3245,72079,PR,Lajas Municipio,15.2
3246,72081,PR,Lares Municipio,18.1
3247,72083,PR,Las Marías Municipio,14.0
3248,72085,PR,Las Piedras Municipio,20.8
3249,72087,PR,Loíza Municipio,14.3
3250,72089,PR,Luquillo Municipio,19.5
3251,72091,PR,Manatí Municipio,22.1
3252,72093,PR,Maricao Municipio,9.9
3253,72095,PR,Maunabo Municipio,18.0
3254,72097,PR,Mayagüez Municipio,25.1
3255,72099,PR,Moca Municipio,18.8
3256,72101,PR,Morovis Municipio,16.9
3257,72103,PR,Naguabo Municipio,19.1
3258,72105,PR,Naranjito Municipio,16.5
3259,72107,PR,Orocovis Municipio,16.3
3260,72109,PR,Patillas Municipio,15.8
3261,72111,PR,Peñuelas Municipio,22.4
3262,72113,PR,Ponce Municipio,26.6
3263,72115,PR,Quebradillas Municipio,18.4
3264,72117,PR,Rincón Municipio,23.3
3265,72119,PR,Río Grande Municipio,21.2
3266,72121,PR,Sabana Grande Municipio,19.6
3267,72123,PR,Salinas Municipio,17.9
3268,72125,PR,San Germán Municipio,23.4
3269,72127,PR,San Juan Municipio,36.2
3270,72129,PR,San Lorenzo Municipio,19.9
3271,72131,PR,San Sebastián Municipio,18.3
3272,72133,PR,Santa Isabel Municipio,24.1
3273,72135,PR,Toa Alta Municipio,30.0
3274,72137,PR,Toa Baja Municipio,25.6
3275,72139,PR,Trujillo Alto Municipio,34.6
3276,72141,PR,Utuado Municipio,18.1
3277,72143,PR,Vega Alta Municipio,21.0
3278,72145,PR,Vega Baja Municipio,20.7
3279,72147,PR,Vieques Municipio,20.6
3280,72149,PR,Villalba Municipio,20.1
3281,72151,PR,Yabucoa Municipio,18.6
3282,72153,PR,Yauco Municipio,24.6
